start_s,end_s,midi_or_hz,confidence
87.864,87.964,263.14,0.89
87.888,87.988,264.67,0.83
87.911,88.011,264.67,0.89
87.934,88.034,264.67,0.83
87.957,88.057,264.67,0.83
87.98,88.08,264.67,0.89
88.004,88.104,264.67,0.83
88.027,88.127,264.67,0.76
88.05,88.15,264.67,0.83
88.073,88.173,264.67,0.83
88.097,88.197,264.67,0.83
88.12,88.22,264.67,0.83
88.143,88.243,264.67,0.76
88.166,88.266,264.67,0.76
88.189,88.289,264.67,0.83
88.213,88.313,264.67,0.76
88.236,88.336,264.67,0.76
88.259,88.359,264.67,0.76
88.282,88.382,264.67,0.76
88.305,88.405,264.67,0.83
88.329,88.429,264.67,0.83
88.352,88.452,264.67,0.83
88.375,88.475,264.67,0.83
88.398,88.498,264.67,0.76
88.422,88.522,264.67,0.76
88.445,88.545,264.67,0.76
88.468,88.568,264.67,0.69
88.491,88.591,264.67,0.69
88.514,88.614,264.67,0.62
88.538,88.638,264.67,0.69
88.561,88.661,264.67,0.69
88.584,88.684,264.67,0.55
88.607,88.707,264.67,0.55
88.631,88.731,264.67,0.48
88.654,88.754,264.67,0.28
88.677,88.777,264.67,0.04
88.7,88.8,264.67,0.15
88.723,88.823,264.67,0.21
88.747,88.847,264.67,0.32
88.77,88.87,266.2,0.43
88.793,88.893,266.2,0.55
88.816,88.916,266.2,0.55
88.84,88.94,266.2,0.69
88.863,88.963,266.2,0.83
88.886,88.986,266.2,0.89
88.909,89.009,266.2,0.83
88.932,89.032,266.2,0.89
88.956,89.056,266.2,0.83
88.979,89.079,266.2,0.89
89.002,89.102,266.2,0.89
89.025,89.125,266.2,0.89
89.049,89.149,266.2,0.83
89.072,89.172,266.2,0.83
89.095,89.195,266.2,0.89
89.118,89.218,266.2,0.83
89.141,89.241,266.2,0.83
89.165,89.265,266.2,0.83
89.188,89.288,266.2,0.76
89.211,89.311,266.2,0.76
89.234,89.334,266.2,0.76
89.258,89.358,266.2,0.76
89.281,89.381,266.2,0.76
89.304,89.404,266.2,0.76
89.327,89.427,264.67,0.83
89.35,89.45,264.67,0.83
89.374,89.474,264.67,0.83
89.397,89.497,264.67,0.76
89.42,89.52,264.67,0.76
89.443,89.543,264.67,0.76
89.466,89.566,264.67,0.69
89.49,89.59,264.67,0.69
89.513,89.613,264.67,0.62
89.536,89.636,264.67,0.62
89.559,89.659,264.67,0.62
89.583,89.683,264.67,0.62
89.606,89.706,264.67,0.62
89.629,89.729,263.14,0.62
89.652,89.752,263.14,0.69
89.675,89.775,263.14,0.76
89.699,89.799,263.14,0.76
89.722,89.822,263.14,0.83
89.745,89.845,263.14,0.76
89.768,89.868,263.14,0.69
89.792,89.892,263.14,0.48
89.815,89.915,263.14,0.37
89.838,89.938,263.14,0.21
89.861,89.961,264.67,0.01
89.884,89.984,263.14,0.01
89.908,90.008,293.66,0.01
89.931,90.031,295.37,0.02
89.954,90.054,295.37,0.05
89.977,90.077,295.37,0.08
90.001,90.101,295.37,0.09
90.024,90.124,295.37,0.13
90.047,90.147,297.08,0.28
90.07,90.17,297.08,0.32
90.093,90.193,297.08,0.32
90.117,90.217,297.08,0.24
90.14,90.24,297.08,0.32
90.163,90.263,295.37,0.37
90.186,90.286,295.37,0.37
90.21,90.31,295.37,0.32
90.233,90.333,293.66,0.32
90.256,90.356,290.29,0.32
90.279,90.379,288.62,0.28
90.302,90.402,286.96,0.24
90.326,90.426,282.03,0.18
90.349,90.449,278.79,0.18
90.372,90.472,277.18,0.15
90.395,90.495,275.59,0.15
90.419,90.519,275.59,0.05
90.442,90.542,277.18,0.02
90.465,90.565,280.4,0.02
90.488,90.588,269.29,0.01
90.511,90.611,264.67,0.04
90.535,90.635,264.67,0.15
90.558,90.658,264.67,0.28
90.581,90.681,264.67,0.43
90.604,90.704,264.67,0.48
90.627,90.727,264.67,0.55
90.651,90.751,264.67,0.62
90.674,90.774,264.67,0.76
90.697,90.797,264.67,0.76
90.72,90.82,263.14,0.83
90.744,90.844,263.14,0.83
90.767,90.867,263.14,0.83
90.79,90.89,263.14,0.76
90.813,90.913,263.14,0.76
90.836,90.936,264.67,0.62
90.86,90.96,264.67,0.43
90.883,90.983,266.2,0.24
90.906,91.006,266.2,0.11
90.929,91.029,267.74,0.05
90.953,91.053,272.42,0.02
90.976,91.076,274.0,0.01
90.999,91.099,275.59,0.01
91.022,91.122,275.59,0.01
91.092,91.192,353.29,0.01
91.115,91.215,351.25,0.01
91.138,91.238,353.29,0.01
91.162,91.262,353.29,0.04
91.185,91.285,353.29,0.11
91.208,91.308,353.29,0.21
91.231,91.331,353.29,0.32
91.254,91.354,353.29,0.43
91.278,91.378,353.29,0.62
91.301,91.401,353.29,0.83
91.324,91.424,353.29,0.89
91.347,91.447,353.29,0.89
91.371,91.471,353.29,0.89
91.394,91.494,353.29,0.89
91.417,91.517,353.29,0.89
91.44,91.54,353.29,0.83
91.463,91.563,353.29,0.83
91.487,91.587,353.29,0.83
91.51,91.61,353.29,0.76
91.533,91.633,353.29,0.76
91.556,91.656,353.29,0.76
91.58,91.68,353.29,0.76
91.603,91.703,353.29,0.76
91.626,91.726,353.29,0.76
91.649,91.749,353.29,0.69
91.672,91.772,353.29,0.69
91.696,91.796,353.29,0.69
91.719,91.819,353.29,0.62
91.742,91.842,353.29,0.55
91.765,91.865,353.29,0.55
91.788,91.888,353.29,0.62
91.812,91.912,353.29,0.62
91.835,91.935,353.29,0.62
91.858,91.958,353.29,0.55
91.881,91.981,353.29,0.62
91.905,92.005,353.29,0.55
91.928,92.028,353.29,0.62
91.951,92.051,353.29,0.62
91.974,92.074,353.29,0.62
91.997,92.097,353.29,0.76
92.021,92.121,353.29,0.76
92.044,92.144,353.29,0.76
92.067,92.167,353.29,0.69
92.09,92.19,353.29,0.69
92.114,92.214,353.29,0.62
92.137,92.237,353.29,0.62
92.16,92.26,353.29,0.62
92.183,92.283,353.29,0.62
92.206,92.306,353.29,0.62
92.23,92.33,353.29,0.55
92.253,92.353,353.29,0.55
92.276,92.376,353.29,0.48
92.299,92.399,353.29,0.48
92.323,92.423,353.29,0.28
92.346,92.446,353.29,0.24
92.369,92.469,353.29,0.15
92.392,92.492,353.29,0.09
92.415,92.515,353.29,0.06
92.439,92.539,353.29,0.01
92.462,92.562,355.33,0.02
92.485,92.585,355.33,0.05
92.508,92.608,353.29,0.15
92.532,92.632,353.29,0.32
92.555,92.655,353.29,0.43
92.578,92.678,353.29,0.55
92.601,92.701,353.29,0.62
92.624,92.724,355.33,0.76
92.648,92.748,355.33,0.89
92.671,92.771,353.29,0.89
92.694,92.794,355.33,0.89
92.717,92.817,355.33,0.83
92.74,92.84,355.33,0.83
92.764,92.864,355.33,0.83
92.787,92.887,355.33,0.83
92.81,92.91,353.29,0.76
92.833,92.933,355.33,0.76
92.857,92.957,353.29,0.76
92.88,92.98,353.29,0.83
92.903,93.003,353.29,0.83
92.926,93.026,353.29,0.76
92.949,93.049,353.29,0.76
92.973,93.073,353.29,0.76
92.996,93.096,353.29,0.76
93.019,93.119,353.29,0.69
93.042,93.142,353.29,0.62
93.066,93.166,353.29,0.62
93.089,93.189,353.29,0.62
93.112,93.212,353.29,0.62
93.135,93.235,353.29,0.55
93.158,93.258,353.29,0.55
93.182,93.282,353.29,0.55
93.205,93.305,353.29,0.55
93.228,93.328,353.29,0.55
93.251,93.351,353.29,0.62
93.275,93.375,353.29,0.55
93.298,93.398,353.29,0.48
93.321,93.421,353.29,0.48
93.344,93.444,353.29,0.55
93.367,93.467,353.29,0.48
93.391,93.491,353.29,0.48
93.414,93.514,353.29,0.43
93.437,93.537,353.29,0.43
93.46,93.56,353.29,0.37
93.484,93.584,353.29,0.37
93.507,93.607,353.29,0.28
93.53,93.63,353.29,0.32
93.553,93.653,353.29,0.28
93.576,93.676,353.29,0.32
93.6,93.7,353.29,0.43
93.623,93.723,353.29,0.43
93.646,93.746,353.29,0.48
93.669,93.769,353.29,0.48
93.693,93.793,353.29,0.48
93.716,93.816,353.29,0.55
93.739,93.839,353.29,0.48
93.762,93.862,353.29,0.43
93.785,93.885,353.29,0.43
93.809,93.909,353.29,0.37
93.832,93.932,353.29,0.37
93.855,93.955,353.29,0.37
93.878,93.978,353.29,0.37
93.901,94.001,353.29,0.37
93.925,94.025,353.29,0.43
93.948,94.048,353.29,0.43
93.971,94.071,353.29,0.43
93.994,94.094,353.29,0.43
94.018,94.118,353.29,0.48
94.041,94.141,353.29,0.37
94.064,94.164,353.29,0.37
94.087,94.187,353.29,0.32
94.11,94.21,353.29,0.32
94.134,94.234,353.29,0.28
94.157,94.257,353.29,0.28
94.18,94.28,353.29,0.28
94.203,94.303,353.29,0.32
94.227,94.327,353.29,0.28
94.25,94.35,353.29,0.24
94.273,94.373,353.29,0.13
94.296,94.396,353.29,0.03
94.784,94.884,115.2,0.01
94.807,94.907,115.2,0.01
94.83,94.93,115.2,0.01
94.854,94.954,113.22,0.01
94.877,94.977,114.54,0.01
94.9,95.0,115.2,0.01
94.923,95.023,113.88,0.01
94.946,95.046,112.57,0.01
94.97,95.07,112.57,0.01
94.993,95.093,112.57,0.01
95.062,95.162,81.46,0.01
95.086,95.186,81.46,0.01
95.109,95.209,81.46,0.01
95.132,95.232,81.46,0.01
95.155,95.255,73.42,0.01
95.179,95.279,73.42,0.01
95.202,95.302,73.42,0.01
95.225,95.325,73.42,0.01
95.248,95.348,68.5,0.01
95.271,95.371,68.5,0.01
95.295,95.395,74.7,0.01
95.318,95.418,79.6,0.01
95.341,95.441,82.41,0.01
95.364,95.464,81.46,0.01
95.388,95.488,80.99,0.01
95.411,95.511,79.6,0.01
95.434,95.534,77.33,0.01
95.457,95.557,76.89,0.01
95.48,95.58,76.89,0.01
95.504,95.604,70.1,0.01
95.527,95.627,69.7,0.01
95.55,95.65,69.7,0.01
95.573,95.673,65.41,0.01
95.597,95.697,70.51,0.01
95.62,95.72,65.79,0.01
95.643,95.743,66.17,0.01
95.666,95.766,65.79,0.01
95.689,95.789,65.79,0.01
95.713,95.813,65.41,0.01
95.736,95.836,68.11,0.01
95.759,95.859,66.55,0.01
96.549,96.649,66.55,0.01
96.572,96.672,67.32,0.01
96.595,96.695,66.94,0.01
96.618,96.718,66.94,0.01
96.641,96.741,66.55,0.01
96.665,96.765,70.1,0.01
96.688,96.788,65.41,0.01
98.453,98.553,65.41,0.01
98.476,98.576,65.41,0.01
98.499,98.599,65.41,0.01
98.522,98.622,65.41,0.01
98.545,98.645,65.41,0.01
98.569,98.669,65.41,0.01
99.103,99.203,66.94,0.01
99.126,99.226,66.94,0.01
99.149,99.249,66.94,0.01
99.172,99.272,65.41,0.01
99.196,99.296,65.41,0.01
99.219,99.319,65.41,0.01
99.242,99.342,65.41,0.01
99.265,99.365,65.41,0.01
99.289,99.389,65.41,0.01
99.637,99.737,66.55,0.01
99.66,99.76,66.55,0.01
99.683,99.783,66.94,0.01
99.706,99.806,66.55,0.01
99.73,99.83,66.17,0.01
99.753,99.853,66.17,0.01
99.776,99.876,66.55,0.01
100.287,100.387,85.31,0.01
100.31,100.41,84.82,0.01
100.333,100.433,85.81,0.01
100.357,100.457,86.3,0.01
100.38,100.48,87.31,0.01
100.403,100.503,86.8,0.01
100.426,100.526,85.31,0.01
100.45,100.55,85.31,0.01
100.473,100.573,86.3,0.01
100.496,100.596,86.8,0.01
100.519,100.619,85.81,0.01
100.542,100.642,91.44,0.01
100.566,100.666,89.35,0.01
100.589,100.689,90.91,0.01
100.612,100.712,90.91,0.01
100.635,100.735,91.97,0.01
100.659,100.759,90.91,0.01
100.682,100.782,90.91,0.01
100.705,100.805,98.0,0.01
100.728,100.828,90.91,0.01
100.751,100.851,90.91,0.01
100.775,100.875,90.91,0.01
100.798,100.898,90.91,0.01
100.821,100.921,90.91,0.01
100.844,100.944,90.91,0.01
100.891,100.991,91.97,0.01
100.914,101.014,93.03,0.01
100.937,101.037,95.21,0.01
100.96,101.06,101.45,0.01
100.984,101.084,101.45,0.01
